_id,tag,type,origin,description,ungroupedDescription,group1,group1,group3,valueDefault,priority,frozenDetectTimeout,invalidDetectTimeout,historianDeadBand,historianPeriod,supervisedOfCommand,commandOfSupervised,location,isEvent,unit,alarmState,stateTextTrue,stateTextFalse,eventTextTrue,eventTextFalse,formula,parcels,kconv1,kconv2,protocolSourceConnectionNumber,protocolSourceCommonAddress,protocolSourceObjectAddress,protocolSourceASDU,protocolSourceCommandDuration,protocolSourceCommandUseSBO,hiLimit,hihiLimit,hihihiLimit,loLimit,loloLimit,lololoLimit,hysteresis,substituted,alarmDisabled,annotation,commandBlocked,notes,updatesCnt,alarmed,invalid,overflow,transient,frozen,sourceDataUpdate,value,valueString,timeTag,timeTagAlarm,timeTagAtSource,timeTagAtSourceOk
94004,"TES_DNP3_CMD_ANA_4","analog","command","TES~DNP3~CMD ANALOG 4","CMD ANALOG 4","TES","DNP3","",0.000000,1,300,300,0.000000,0,60004,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94004,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
94005,"TES_DNP3_CMD_ANA_5","analog","command","TES~DNP3~CMD ANALOG 5","CMD ANALOG 5","TES","DNP3","",0.000000,1,300,300,0.000000,0,60005,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94005,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
94006,"TES_DNP3_CMD_ANA_6","analog","command","TES~DNP3~CMD ANALOG 6","CMD ANALOG 6","TES","DNP3","",0.000000,1,300,300,0.000000,0,60006,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94006,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
94007,"TES_DNP3_CMD_ANA_7","analog","command","TES~DNP3~CMD ANALOG 7","CMD ANALOG 7","TES","DNP3","",0.000000,1,300,300,0.000000,0,60007,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94007,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
94008,"TES_DNP3_CMD_ANA_8","analog","command","TES~DNP3~CMD ANALOG 8","CMD ANALOG 8","TES","DNP3","",0.000000,1,300,300,0.000000,0,60008,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94008,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
94009,"TES_DNP3_CMD_ANA_9","analog","command","TES~DNP3~CMD ANALOG 9","CMD ANALOG 9","TES","DNP3","",0.000000,1,300,300,0.000000,0,60009,0,null,false,"val",11,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,27,94009,50,0,true,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,0.000000,"0.000000",null,null,null,null
139,"U1-MTWT","analog","supervised","U1~Geração~Active power","Active power","U1","Geração","",29.300000,1,300,300,0.000000,0,0,0,null,false,"MW",-1,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,0,139,11,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,29.300000,"29.300000",null,null,null,null
140,"U2-MTWT","analog","supervised","U2~Geração~Active power","Active power","U2","Geração","",29.400000,1,300,300,0.000000,0,0,0,null,false,"MW",-1,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,0,140,11,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,29.400000,"29.400000",null,null,null,null
141,"U3-MTWT","analog","supervised","U3~Geração~Active power","Active power","U3","Geração","",30.000000,1,300,300,0.000000,0,0,0,null,false,"MW",-1,"undefined","undefined","undefined","undefined",0,null,1.000000,0.000000,1,0,141,11,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,30.000000,"30.000000",null,null,null,null
1350,"KAW2TR3-2XCDP5219","digital","supervised","KAW2~TR3 Sd.230kV~Disc.polos-BR52-19","Disc.polos-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1350,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1351,"KAW2TR3-2XCPS5219BlkC","digital","supervised","KAW2~TR3 Sd.230kV~BxPrSF6-BlqFech-BR52-19","BxPrSF6-BlqFech-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",1,"LOCKED","UNLOCKED","LOCKED","UNLOCKED",0,null,1.000000,0.000000,1,0,1351,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1352,"KAW2TR3-2XCPS5219Alrm","digital","supervised","KAW2~TR3 Sd.230kV~Bx.pr.SF6-Alarme-BR52-19","Bx.pr.SF6-Alarme-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1352,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1353,"KAW2TR3-2XCB15219Sprv","digital","supervised","KAW2~TR3 Sd.230kV~Bob1-Supervisão-BR52-19","Bob1-Supervisão-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1353,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1354,"KAW2TR3-2XCB25219Sprv","digital","supervised","KAW2~TR3 Sd.230kV~Bob2-Supervisão-BR52-19","Bob2-Supervisão-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1354,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1355,"KAW2TR3-2XCCM5219LoDC","digital","supervised","KAW2~TR3 Sd.230kV~Comando DJ-FtaCC-BR52-19","Comando DJ-FtaCC-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1355,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1356,"KAW2TR3-2XCMO5219LoDC","digital","supervised","KAW2~TR3 Sd.230kV~Motor DJ-FtaCC-BR52-19","Motor DJ-FtaCC-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1356,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1357,"KAW2TR3-2XCC15219LoDC","digital","supervised","KAW2~TR3 Sd.230kV~CircAbert1-FtaCC-BR52-19","CircAbert1-FtaCC-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1357,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1358,"KAW2TR3-2XCC25219LoDC","digital","supervised","KAW2~TR3 Sd.230kV~CircAbert2-FtaCC-BR52-19","CircAbert2-FtaCC-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1358,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1359,"KAW2TR3-2XCMD5219","digital","supervised","KAW2~TR3 Sd.230kV~Mola descarr.-BR52-19","Mola descarr.-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,1,0,300,0.000000,0,0,0,null,false,"",1,"ALARMED","NORMAL","ALARMED","NORMAL",0,null,1.000000,0.000000,1,0,1359,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
1360,"KAW2TR3-2RCTF5219Locl","digital","supervised","KAW2~TR3 Sd.230kV~(43)-R/L-BR52-19","(43)-R/L-BR52-19","KAW2","TR3 Sd.230kV","",1.000000,2,0,300,0.000000,0,0,0,null,false,"",2,"LOCAL","REMOTE","LOCAL","REMOTE",0,null,1.000000,0.000000,1,0,1360,0,null,null,0,0,0,0,0,0,0.000000,false,false,"",false,"",0,false,true,false,false,false,null,1.000000,"1.000000",null,null,null,null
